SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj449.2457.8594	1.5	0.49041462650586304	2	4	1	1	1.0
ssj594.3047.10796	2.5	1.1631508098056809	3	10	1	1	1.0
ssj142.962.3669	2.0	1.4451858789480823	4	11	2	1	2.0
165.sl.130981	2.0	1.7249937729157936	5	16	1	1	1.0
ssj18.86.336	2.210526315789474	1.4837078066833425	5	21	1	1	1.0
ssj320.1903.6792	2.586206896551724	0.7334556314434005	8	32	4	2	2.0
ssj15.67.273	3.0714285714285716	0.19738587872932548	5	18	1	1	1.0
ssj375.2154.7650	2.875	0.8795478312046316	5	21	4	3	1.3333333333333333
ssj596.3065.10850	1.9090909090909092	1.5252755460017895	5	14	2	1	2.0
557.sl.131374	2.1	1.2140741579846956	4	12	1	1	1.0
1818.sl.132644	1.8888888888888888	1.1557707025080584	3	12	2	1	2.0
ssj165.1131.4164	2.0	1.7249937729157936	5	16	1	1	1.0
ssj388.2220.7853	1.4	0.81482030987581	4	7	1	1	1.0
ssj455.2503.8794	2.4444444444444446	0.8979415932059585	6	23	3	2	1.5
776.sl.131594	4.363636363636363	1.0451705630972943	4	15	2	1	2.0
838.sl.131656	3.4166666666666665	1.1124001966458024	5	15	1	1	1.0
ssj88.588.2214	1.7142857142857142	1.2386775300120199	3	9	1	1	1.0
ssj319.1901.6786	2.8666666666666667	1.7174818579878608	5	20	1	1	1.0
ssj102.655.2501	4.538461538461538	1.9852949917082423	8	52	5	1	5.0
ssj415.2314.8160	1.6666666666666667	0.587786664902119	3	8	1	1	1.0
ssj363.2084.7385	2.4285714285714284	1.5835180163037494	4	18	3	1	3.0
ssj465.2534.9004	1.75	0.6828375369585774	3	7	1	1	1.0
ssj465.2535.9009	1.9	1.3141576165416782	5	12	2	1	2.0
ssj607.3126.11110	3.1666666666666665	1.44379891550672	6	35	4	2	2.0
ssj54.350.1410	2.3	1.358104194401837	6	25	2	1	2.0
ssj179.1211.4415	2.739130434782609	1.5998273683421098	6	27	3	2	1.5
ssj310.1867.6627	1.7272727272727273	1.4571228862481655	6	13	1	1	1.0
ssj72.454.1715	2.891891891891892	1.84216032317254	7	43	4	1	4.0
ssj438.2408.8457	2.235294117647059	1.710846145026048	6	20	3	1	3.0
1321.sl.132142	2.1	0.9586613461017003	4	15	2	1	2.0
ssj95.625.2402	3.227272727272727	1.346838877523815	6	28	4	3	1.3333333333333333
ssj161.1101.4081	1.9230769230769231	1.601503285851761	5	15	1	1	1.0
ssj179.1212.4420	3.0	1.3722089226365424	4	24	3	3	1.0
1332.sl.132153	2.7916666666666665	1.2555353066908976	5	28	2	2	1.0
ssj521.2752.9800	1.7857142857142858	1.5444291257717373	6	17	1	1	1.0
ssj84.549.2091	2.3461538461538463	1.7492260173865684	7	29	1	1	1.0
ssj85.565.2151	1.8333333333333333	0.6363175213236846	4	9	1	1	1.0
ssj69.431.1646	2.7241379310344827	1.6544509670403462	6	32	4	2	2.0
ssj346.2016.7156	2.0	1.0074515102711326	6	12	2	2	1.0
ssj133.851.3266	2.25	0.22879055462358922	4	11	1	1	1.0
ssj594.3042.10783	2.272727272727273	1.5292596308263777	6	26	3	3	1.0
ssj91.607.2286	4.0	0.8047189562170503	4	12	1	1	1.0
ssj559.2915.10322	3.951219512195122	1.175908945384023	6	48	4	3	1.3333333333333333
532.sl.131349	2.0833333333333335	1.201631330373745	4	14	2	2	1.0
ssj11.43.195	2.6538461538461537	0.9996118927149363	7	36	5	5	1.0
ssj451.2469.8642	2.1666666666666665	1.0956449209082024	3	8	1	1	1.0
664.sl.131482	2.4375	1.4682765117576821	4	19	2	1	2.0
ssj224.1466.5333	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj291.1776.6303	1.75	0.48010498290449527	3	6	1	1	1.0
ssj144.971.3699	3.25	0.8685172847694043	5	24	2	2	1.0
804.sl.131622	2.235294117647059	1.3053810369178838	5	19	2	2	1.0
ssj188.1238.4507	5.444444444444445	1.6703163144703304	7	32	6	2	3.0
ssj239.1575.5702	1.7272727272727273	1.625359004558772	5	13	2	1	2.0
ssj193.1266.4581	2.2222222222222223	1.1048235486673883	4	12	2	1	2.0
ssj35.209.850	1.5	0.05889151782819164	2	4	1	1	1.0
1273.sl.132092	2.608695652173913	2.0255034336997317	7	28	4	2	2.0
ssj42.257.1023	2.8666666666666667	0.3008751859597527	6	19	3	1	3.0
ssj131.838.3202	2.6666666666666665	0.08494951839769874	3	8	2	2	1.0
ssj605.3111.11032	1.8421052631578947	1.4106165515943019	9	22	2	1	2.0
ssj369.2108.7488	1.6	0.8840214713053695	3	8	2	2	1.0
ssj523.2754.9804	4.846153846153846	1.8630333665689276	5	46	3	1	3.0
ssj554.2896.10260	2.6666666666666665	1.2690755821534065	8	22	2	1	2.0
1093.sl.131912	1.75	0.8266785731844679	4	10	1	1	1.0
1682.sl.132508	2.1818181818181817	0.9680952231836651	4	13	2	2	1.0
1019.sl.131838	2.0	0.0	3	6	1	1	1.0
ssj533.2814.10023	n/a	n/a	2	3	1	1	1.0
ssj401.2246.7932	1.5714285714285714	1.0702760951186543	5	10	1	1	1.0
ssj448.2453.8586	2.75	0.7801585575495751	5	16	3	1	3.0
ssj320.1904.6795	3.238095238095238	1.2431556860230553	5	25	3	2	1.5
ssj613.3175.11278	2.75	0.3746934494414107	5	19	4	3	1.3333333333333333
ssj142.939.3591	1.0	0.6931471805599453	2	4	1	1	1.0
1291.sl.132110	2.2857142857142856	0.8394236819031342	4	9	1	1	1.0
ssj469.2547.9059	2.0357142857142856	1.648402677988201	10	34	5	3	1.6666666666666667
ssj513.2717.9700	2.0	0.40546510810816444	5	12	3	2	1.5
ssj121.776.2932	2.588235294117647	1.270349338383113	7	20	2	1	2.0
1098.sl.131917	1.8	1.6621181702630135	7	19	2	1	2.0
ssj267.1691.6040	1.875	1.3840671859452005	4	11	3	1	3.0
ssj116.728.2749	2.5	0.4700036292457356	5	19	3	1	3.0
ssj434.2392.8392	2.526315789473684	1.78791078273577	6	23	3	1	3.0
348.sl.131164	2.2222222222222223	1.4513971389473608	7	22	3	1	3.0
876.sl.131695	3.6923076923076925	0.9491780998120708	4	18	2	1	2.0
ssj446.2435.8555	3.5555555555555554	1.029048599603788	3	13	2	1	2.0
ssj465.2531.8992	3.6666666666666665	0.4034032495162334	3	9	2	1	2.0
ssj178.1202.4388	1.875	1.7974064725374346	5	18	1	1	1.0
ssj325.1929.6862	5.0	2.0391075901461084	6	48	1	1	1.0
ssj186.1231.4470	1.8333333333333333	0.9828911116036572	3	9	2	2	1.0
ssj426.2373.8344	2.6666666666666665	1.6556705262701472	6	17	1	1	1.0
1823.sl.132649	2.235294117647059	1.3053810369178838	8	21	1	1	1.0
ssj370.2118.7534	2.3125	1.3526841269324976	7	20	2	1	2.0
ssj6.32.110	3.2857142857142856	0.33267715198787506	4	11	2	1	2.0
ssj493.2638.9418	2.7	1.1977615443266574	3	12	1	1	1.0
ssj426.2372.8338	2.0	1.2824746787307684	5	16	2	1	2.0
ssj572.2948.10477	2.5714285714285716	0.9243732003008327	5	17	4	3	1.3333333333333333
ssj550.2883.10232	1.6666666666666667	1.2809338454620642	3	11	2	2	1.0
ssj449.2464.8618	1.6666666666666667	0.038480520568064065	3	5	1	1	1.0
ssj492.2630.9378	3.28	0.42159449003804816	5	31	3	3	1.0
ssj302.1840.6497	2.5454545454545454	1.8536653141963249	6	27	4	1	4.0
ssj38.235.944	3.7222222222222223	0.8240121980132261	6	21	2	2	1.0
ssj84.557.2125	3.0416666666666665	0.4766213043735273	8	38	1	1	1.0
229.sl.131045	3.230769230769231	1.526361089937045	5	18	2	1	2.0
ssj456.2509.8868	3.2916666666666665	0.9469390373889517	5	28	2	2	1.0
ssj603.3095.10960	1.625	1.3589319112752674	4	10	1	1	1.0
ssj188.1238.4510	2.2222222222222223	1.3987168811184476	4	11	1	1	1.0
ssj29.180.726	2.5555555555555554	1.808261083077344	8	31	5	2	2.5
ssj378.2170.7705	2.1176470588235294	1.215607221962269	7	21	2	1	2.0
ssj341.1991.7074	2.0	0.6263814842476839	4	11	1	1	1.0
ssj75.476.1793	1.8888888888888888	1.5023442927880308	4	12	2	1	2.0
ssj84.555.2108	2.0588235294117645	1.4991909108119608	6	20	1	1	1.0
ssj529.2786.9909	2.911111111111111	1.7306761460683555	11	53	8	3	2.6666666666666665
ssj44.264.1056	2.7027027027027026	2.2278133550063535	6	43	4	2	2.0
ssj613.3174.11273	3.0869565217391304	1.2452804030694593	8	28	3	3	1.0
ssj205.1380.5006	2.4166666666666665	0.7066377349754991	4	15	2	2	1.0
ssj203.1366.4963	1.5	0.49041462650586304	2	4	1	1	1.0
ssj114.715.2683	2.0	1.1756876285817388	3	9	1	1	1.0
ssj359.2072.7333	2.4166666666666665	0.36006414469552644	6	19	1	1	1.0
ssj46.307.1250	1.5	0.8369882167858357	3	7	2	2	1.0
ssj477.2579.9198	2.272727272727273	1.1826860405464052	4	14	2	2	1.0
ssj451.2488.8742	1.5555555555555556	1.552659271003098	5	11	1	1	1.0
ssj533.2814.10017	2.375	1.5610176944732042	5	19	4	3	1.3333333333333333
ssj619.3202.11395	2.764705882352941	0.9489785587083205	5	22	3	1	3.0
ssj280.1735.6151	2.5384615384615383	1.3906372455657428	4	15	2	1	2.0
ssj96.626.2404	2.9473684210526314	1.8635262675977318	6	23	2	1	2.0
ssj98.628.2414	3.210526315789474	0.9989317851362948	5	24	4	2	2.0
1069.sl.131888	1.8	0.2169322913149312	4	7	1	1	1.0
1564.sl.132389	2.6	0.3985136555236687	5	18	2	2	1.0
ssj589.3027.10716	2.0714285714285716	1.1405963087704687	5	18	2	2	1.0
ssj238.1569.5685	2.6	0.7450872458036413	5	20	1	1	1.0
ssj131.838.3204	2.625	0.42121346507630353	4	12	3	2	1.5
ssj73.460.1731	4.282608695652174	1.9049442449437364	7	53	5	2	2.5
ssj53.330.1343	2.0	1.6193392260821902	7	19	1	1	1.0
ssj587.3019.10672	1.75	0.8266785731844679	2	6	1	1	1.0
ssj38.234.943	1.7692307692307692	1.5166487764802057	6	15	1	1	1.0
1303.sl.132123	2.5454545454545454	0.6112119893023246	4	14	1	1	1.0
ssj370.2117.7529	1.0	0.34657359027997275	2	3	1	1	1.0
ssj287.1762.6263	3.2962962962962963	1.4280740038020103	6	31	4	3	1.3333333333333333
ssj173.1183.4319	3.0588235294117645	2.3112521428704715	8	39	2	1	2.0
ssj194.1312.4737	1.6666666666666667	1.3925056211191693	4	12	2	2	1.0
ssj410.2281.8043	2.9	2.500738678155745	9	57	5	1	5.0
ssj399.2241.7916	2.736842105263158	1.1585619307281787	5	23	3	2	1.5
ssj406.2266.7997	2.1176470588235294	1.5621808122422416	7	20	2	1	2.0
ssj54.350.1409	2.5172413793103448	1.9594319402305052	7	37	5	1	5.0
ssj492.2630.9383	2.7	1.256653062154849	10	37	6	1	6.0
ssj318.1898.6770	2.25	1.2017456291512458	12	36	5	1	5.0
1813.sl.132639	1.6666666666666667	1.078201291407982	4	8	1	1	1.0
ssj315.1885.6716	2.142857142857143	1.3621075689777828	6	17	3	1	3.0
ssj265.1679.6015	2.7777777777777777	1.049916115663785	3	11	1	1	1.0
ssj438.2406.8454	3.391304347826087	1.6660611620117622	5	28	4	2	2.0
ssj246.1596.5782	2.3	1.2913384980895757	4	13	2	2	1.0
ssj61.379.1516	1.8	1.1128120259289587	5	14	2	1	2.0
1050.sl.131869	2.5	0.02041099726012762	3	8	1	1	1.0
ssj124.787.2981	2.4782608695652173	1.4649090122762245	5	26	3	3	1.0
ssj268.1701.6063	2.0	0.5493061443340547	2	5	1	1	1.0
465.sl.131282	2.2	1.055982366692698	5	12	3	2	1.5
ssj53.337.1376	2.272727272727273	1.417687855169273	7	26	4	1	4.0
ssj619.3203.11400	1.8	1.4593856162089314	5	15	4	1	4.0
ssj119.768.2909	3.727272727272727	1.2695652036131386	5	17	1	1	1.0
281.sl.131097	2.8823529411764706	1.1627186741907476	6	22	1	1	1.0
ssj27.147.595	3.2	0.3347153269713146	6	25	1	1	1.0
1403.sl.132225	2.263157894736842	1.9379330317868668	5	21	1	1	1.0
ssj131.829.3174	2.888888888888889	0.037740327982847086	4	13	3	3	1.0
ssj369.2111.7497	3.1666666666666665	0.7161552992032988	3	8	1	1	1.0
ssj619.3192.11361	2.888888888888889	0.8424592841998972	3	12	2	2	1.0
ssj488.2617.9322	2.6	1.8528741038058494	8	32	4	2	2.0
ssj92.610.2303	3.4	0.13024966892898937	6	18	2	1	2.0
ssj193.1299.4695	1.8	0.7662384356489861	3	7	1	1	1.0
ssj15.66.270	2.375	1.0706030679673408	3	10	1	1	1.0
ssj347.2021.7167	2.6923076923076925	1.4910236111020767	3	15	1	1	1.0
ssj6.35.169	2.3636363636363638	1.8842675978552317	6	28	5	2	2.5
ssj596.3060.10839	2.4615384615384617	1.6641628121233467	5	17	2	1	2.0
ssj388.2220.7851	2.2	0.9121413304668073	3	7	1	1	1.0
ssj532.2802.9985	3.625	1.4179687376208818	7	39	2	2	1.0
ssj221.1458.5288	2.375	0.5212969236332861	3	10	1	1	1.0
ssj40.245.977	1.5714285714285714	0.5209699507845995	5	9	1	1	1.0
ssj226.1485.5406	2.6538461538461537	1.6259933769626203	6	30	4	3	1.3333333333333333
ssj42.257.1025	2.3	1.2913384980895757	4	12	1	1	1.0
ssj503.2669.9538	2.4285714285714284	0.6349580238608088	4	9	1	1	1.0
ssj210.1398.5070	2.9523809523809526	1.884835150488125	7	23	1	1	1.0
ssj219.1446.5240	2.227272727272727	1.5494623381438974	6	26	2	1	2.0
ssj164.1123.4146	3.142857142857143	1.6722624972816222	4	34	3	3	1.0
ssj347.2023.7171	4.044444444444444	1.7884617263094527	6	53	3	2	1.5
ssj267.1691.6041	3.026315789473684	1.8627396577233513	7	43	4	3	1.3333333333333333
ssj21.102.429	2.3	1.4169957122300285	4	13	2	1	2.0
ssj139.887.3404	2.2	0.9121413304668073	3	7	1	1	1.0
960.sl.131779	2.769230769230769	0.81321124207025	4	16	2	1	2.0
ssj53.331.1354	2.210526315789474	1.8302813969633152	5	22	1	1	1.0
ssj152.1035.3869	3.0588235294117645	1.1944560321169244	4	21	4	4	1.0
ssj55.351.1418	3.1842105263157894	2.1828499128545493	7	43	4	3	1.3333333333333333
ssj341.1988.7061	1.625	1.1035190993922719	4	10	1	1	1.0
2012.sl.132838	1.6	0.6812889172512874	3	7	1	1	1.0
ssj142.935.3579	2.1333333333333333	1.4010583550706388	6	20	2	1	2.0
ssj498.2650.9479	2.6296296296296298	1.230381566299233	9	33	3	2	1.5
ssj476.2572.9164	2.8125	1.1569395498064023	4	20	2	1	2.0
ssj310.1867.6625	1.8571428571428572	1.505208412618456	6	17	1	1	1.0
ssj449.2464.8619	2.0	1.0551066001732947	5	14	2	2	1.0
ssj549.2878.10210	2.4	0.275823809143123	3	8	1	1	1.0
1792.sl.132618	2.9166666666666665	1.414465238086587	5	15	2	1	2.0
ssj439.2409.8460	2.2222222222222223	1.1959843270643655	4	11	1	1	1.0
212.sl.131028	2.1	1.3052349363816729	3	12	1	1	1.0
ssj589.3027.10714	2.375	1.0706030679673408	3	10	1	1	1.0
ssj221.1455.5276	2.75	0.6545013434091221	8	32	2	1	2.0
ssj32.192.781	1.5	0.49041462650586304	2	4	1	1	1.0
ssj95.622.2378	1.4	1.1613939001557827	3	7	1	1	1.0
ssj242.1583.5725	2.375	1.2144441041932315	5	18	2	2	1.0
ssj81.527.1992	1.7272727272727273	1.3455511105910607	5	14	2	1	2.0
ssj208.1393.5049	1.375	1.2705731840554382	6	10	1	1	1.0
ssj75.486.1819	1.8888888888888888	1.1557707025080584	5	14	2	2	1.0
ssj444.2426.8507	2.857142857142857	1.3094273111488697	4	20	1	1	1.0
ssj287.1758.6248	2.4	1.315544579983041	5	23	2	2	1.0
ssj102.658.2516	1.5	1.2951335827229133	3	8	1	1	1.0
ssj116.725.2714	2.3	1.4696759700589417	4	13	1	1	1.0
ssj154.1050.3934	2.1875	0.9501086121502309	6	20	5	2	2.5
ssj6.32.109	1.8333333333333333	0.9828911116036572	3	8	1	1	1.0
ssj412.2286.8068	2.789473684210526	0.9956726995315938	6	22	3	2	1.5
1310.sl.132130	1.8333333333333333	1.0944628872607622	3	8	1	1	1.0
ssj342.1994.7082	2.3333333333333335	1.1998744207238468	4	18	2	2	1.0
ssj205.1378.4996	2.0	1.1512925464970227	4	12	2	2	1.0
ssj326.1951.6942	2.210526315789474	1.5748685850803197	6	24	2	1	2.0
ssj82.538.2054	3.3636363636363638	1.1848726329525165	4	13	2	1	2.0
ssj295.1801.6383	2.0833333333333335	1.4814392243414563	5	14	1	1	1.0
ssj90.591.2225	4.130434782608695	1.6948856589723418	7	30	5	1	5.0
ssj559.2907.10300	2.6923076923076925	1.6116046395105206	8	30	2	2	1.0
1807.sl.132633	1.7777777777777777	1.4962032182922045	5	11	1	1	1.0
ssj546.2867.10187	3.8	1.4823937348522849	6	24	1	1	1.0
ssj446.2432.8534	1.8333333333333333	0.8390500753777668	3	8	1	1	1.0
ssj191.1248.4535	2.6	1.168736175997243	3	16	2	2	1.0
ssj193.1286.4647	2.0	0.5493061443340547	2	5	1	1	1.0
ssj446.2433.8538	2.0	1.2628643221541278	6	12	1	1	1.0
ssj33.193.788	3.3333333333333335	0.7905192189562011	5	21	3	1	3.0
118.sl.130934	1.25	1.0193097735797902	3	6	1	1	1.0
ssj603.3093.10951	2.4	0.9689709897030683	4	12	1	1	1.0
ssj93.612.2321	n/a	n/a	1	1	1	1	1.0
ssj470.2549.9068	2.857142857142857	0.9628537208688969	5	9	1	1	1.0
ssj616.3187.11345	2.2941176470588234	1.828711694848678	5	21	2	1	2.0
ssj63.393.1554	6.504347826086956	1.5986075032385074	8	161	3	3	1.0
ssj184.1223.4444	2.466666666666667	1.255876345226141	5	18	2	1	2.0
ssj450.2465.8620	2.5	0.5815754049028404	2	6	1	1	1.0
1997.sl.132823	1.9	0.5094386603246281	6	13	2	1	2.0
ssj161.1110.4098	2.3333333333333335	0.6749633584745078	8	26	3	2	1.5
ssj144.971.3698	2.3076923076923075	1.4191817290578064	4	16	1	1	1.0
ssj445.2428.8514	2.888888888888889	1.2801936528768472	6	25	2	1	2.0
ssj31.188.762	2.375	1.2733356220214231	4	10	1	1	1.0
ssj607.3133.11127	2.2222222222222223	1.5425579173443382	8	30	1	1	1.0
ssj458.2515.8911	1.8	1.0216512475319814	3	7	1	1	1.0
ssj144.990.3741	2.2	0.3628351861327527	3	8	1	1	1.0
ssj92.610.2304	1.8181818181818181	1.29425781620351	5	13	1	1	1.0
ssj191.1250.4541	2.772727272727273	1.9979093054473827	6	30	3	2	1.5
ssj526.2767.9851	3.761904761904762	1.237056574958031	6	28	4	2	2.0
ssj425.2365.8313	2.25	1.6739764335716716	4	19	1	1	1.0
ssj286.1756.6241	2.1333333333333333	1.1456455431876433	6	20	5	2	2.5
ssj503.2668.9536	2.4444444444444446	1.5910887737659039	6	23	3	1	3.0
ssj237.1563.5659	2.3	1.358104194401837	4	13	3	1	3.0
ssj604.3105.11015	2.6818181818181817	0.5590262361317544	6	26	4	2	2.0
636.sl.131453	1.6666666666666667	0.7316277011280093	3	8	2	2	1.0
ssj328.1967.6997	2.4375	1.3000403934470757	6	18	1	1	1.0
674.sl.131492	1.75	1.3759847175185227	4	10	1	1	1.0
ssj162.1117.4121	4.083333333333333	1.4245665917453467	5	29	2	2	1.0
ssj201.1354.4891	3.1052631578947367	1.3788417956838592	9	43	5	2	2.5
ssj562.2920.10337	2.2142857142857144	1.217745970497687	5	17	2	2	1.0
ssj193.1268.4590	1.5	0.8369882167858357	3	6	1	1	1.0
ssj520.2751.9797	2.6666666666666665	1.7468313046671247	6	22	2	1	2.0
ssj309.1858.6581	1.9	0.5094386603246281	6	13	2	1	2.0
ssj453.2496.8776	3.2127659574468086	1.9568892021493487	7	56	4	1	4.0
ssj581.2995.10603	1.8	0.7662384356489861	3	7	2	1	2.0
45.sl.130859	2.5238095238095237	1.4012106992500628	5	24	2	2	1.0
740.sl.131558	1.8333333333333333	0.9828911116036572	3	8	1	1	1.0
890.sl.131709	2.0	0.5493061443340547	5	14	1	1	1.0
1488.sl.132313	2.090909090909091	1.1544958738283515	4	15	3	1	3.0
ssj434.2394.8398	3.763157894736842	1.2982535655467216	7	45	4	2	2.0
ssj149.1021.3830	3.2777777777777777	1.2309752674661842	5	21	2	2	1.0
ssj186.1233.4483	3.64	1.1221731870025013	6	34	2	2	1.0
ssj161.1092.4061	3.7714285714285714	2.0179672776123243	9	39	2	1	2.0
ssj237.1563.5662	1.8888888888888888	1.1557707025080584	4	11	2	2	1.0
ssj133.848.3254	3.0714285714285716	0.19738587872932548	5	17	2	2	1.0
ssj534.2818.10036	3.081081081081081	1.9226317454658413	8	83	3	1	3.0
ssj185.1230.4464	3.5714285714285716	2.0124758053569045	8	49	5	1	5.0
ssj375.2154.7651	2.0625	1.2116816662272465	7	19	4	2	2.0
ssj606.3113.11041	1.0	1.242453324894	3	6	1	1	1.0
ssj131.828.3160	2.142857142857143	1.0155339786978101	3	12	2	2	1.0
ssj449.2464.8617	1.5	1.0397207708399179	3	8	2	2	1.0
ssj360.2074.7343	2.4545454545454546	1.4522985896902496	6	26	4	2	2.0
ssj252.1621.5857	2.0	1.354025100551105	3	12	1	1	1.0
ssj162.1113.4111	2.652173913043478	1.2855146402803586	6	26	4	3	1.3333333333333333
ssj336.1982.7041	2.0	1.0986122886681098	6	14	3	2	1.5
ssj367.2098.7445	2.9615384615384617	2.088860611857697	8	32	3	1	3.0
ssj126.809.3050	6.377777777777778	0.05051151889585848	5	56	9	8	1.125
ssj71.443.1693	2.2222222222222223	0.8494107367843928	4	13	2	1	2.0
ssj5.20.72	4.875	0.19782574332991987	6	20	2	2	1.0
ssj517.2736.9768	2.44	1.5221588293460402	7	30	5	2	2.5
