SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
Gos282.s252	1.6	0.8840214713053695	3	6	1	1	1.0
Gos170.s143	2.0	1.039720770839918	4	9	1	1	1.0
Gos236.s361	1.4	0.81482030987581	3	6	2	2	1.0
Gos164.s526	2.5714285714285716	0.028493465686805247	3	8	2	2	1.0
Gos243.s98	1.0	0.6931471805599453	2	3	1	1	1.0
Gos254.s647	2.5714285714285716	0.9243732003008327	4	15	1	1	1.0
Gos073.s373	2.1	0.9586613461017003	4	11	2	2	1.0
Artur-N-G5026-P600021.s53-s54_iriss.1088	1.5	0.8369882167858357	3	5	1	1	1.0
Artur-N-G6047-P604702.s99_iriss.1582	1.8333333333333333	1.1856236656577395	6	13	4	1	4.0
Gos190.s159	1.0	0.0	2	2	1	1	1.0
Gos022.s129	3.0625	1.5095161101430452	4	17	3	2	1.5
Artur-N-G5019-P600012.s28_iriss.926	2.3636363636363638	0.8880525155101285	4	12	3	1	3.0
Gos159.s608	1.0	0.34657359027997275	2	2	1	1	1.0
Gos050.s148	1.5	0.2876820724517809	3	5	1	1	1.0
Artur-N-G5035-P600034.s19_iriss.1106	2.5	0.5815754049028404	2	5	1	1	1.0
Artur-N-G6043-P604301.s37_iriss.1515	1.75	0.8266785731844679	2	5	1	1	1.0
Gos262.s129	2.25	1.0335095108406396	4	9	2	1	2.0
Artur-N-G5020-P600012.s20-s23_iriss.937	2.8125	0.9015267379234069	5	17	2	1	2.0
Gos225.s355	1.5	0.49041462650586304	2	3	1	1	1.0
Gos200.s118	1.8	1.4593856162089314	4	11	3	2	1.5
Gos020.s403	1.0	0.8958797346140274	3	3	1	1	1.0
Artur-J-Gvecg-P580047.s56_iriss.782	3.4	1.281542215426012	4	16	2	2	1.0
Gos250.s463	1.0	0.34657359027997275	2	2	1	1	1.0
Gos229.s358	2.4285714285714284	1.125372650366672	5	15	3	3	1.0
Gos184.s162	n/a	n/a	1	1	1	1	1.0
Gos268.s334	n/a	n/a	1	1	1	1	1.0
Gos136.s430	2.6	1.3470736479666092	5	21	3	3	1.0
Gos252.s352	n/a	n/a	1	1	1	1	1.0
Gos135.s658	2.391304347826087	1.0424817289412263	8	24	4	1	4.0
Gos259.s26	2.25	1.6304707450768565	5	13	2	1	2.0
Gos155.s102	1.0	0.34657359027997275	2	2	1	1	1.0
Gos141.s332	2.6875	0.9469891120001643	4	17	2	1	2.0
Artur-N-G5020-P600012.s73_iriss.965	2.75	0.7212670397213834	4	9	2	1	2.0
Artur-N-G6012-P601201.s63-s67_iriss.1463	3.3653846153846154	1.9133721504456498	7	53	8	4	2.0
Gos092.s7	3.4444444444444446	0.9604619501872924	3	10	1	1	1.0
Gos220.s99	2.0	1.0074515102711326	4	6	2	1	2.0
Gos163.s233	1.3333333333333333	0.6081976621622466	3	4	2	2	1.0
Gos149.s25	1.5	0.8369882167858357	3	5	1	1	1.0
Gos280.s31	n/a	n/a	1	1	1	1	1.0
Artur-N-G5097-P600096.s25-s26_iriss.1372	2.0	1.3195286648076292	4	8	1	1	1.0
Artur-J-Gvecg-P500048.s17-s19_iriss.356	3.1176470588235294	1.0842470587492523	5	18	1	1	1.0
Gos233.s378	1.5	0.49041462650586304	2	3	1	1	1.0
Gos200.s78	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P500046.s171-s172_iriss.338	3.8333333333333335	1.1811932569236738	5	13	1	1	1.0
Artur-N-G6103-P610302.s83-s84_iriss.1699	2.75	1.3476485239690674	3	17	1	1	1.0
Gos280.s86	2.5	0.9281489951828131	4	11	1	1	1.0
Artur-P-G7036-P701111.s36-s38_iriss.1881	2.3	1.863904650241077	6	21	4	2	2.0
Gos181.s455	1.5	0.8369882167858357	3	5	1	1	1.0
Gos002.s112	2.642857142857143	1.4989606282756864	5	29	4	3	1.3333333333333333
Gos194.s594	1.0	0.34657359027997275	2	2	1	1	1.0
Gos264.s103	2.0	0.5493061443340547	2	4	1	1	1.0
Gos058.s308	1.2857142857142858	1.4147878268066958	4	8	2	1	2.0
Artur-N-G6001-P600102.s25-s29_iriss.1411	3.2	0.4462871026284195	6	26	4	3	1.3333333333333333
Artur-J-Gvecg-P500002.s66-s68_iriss.64	2.1818181818181817	0.765362669129583	9	23	3	1	3.0
Artur-N-G5054-P600052.s57_iriss.1325	2.6	0.9478197998577236	5	16	3	1	3.0
Gos181.s389	1.5	0.05889151782819164	2	3	1	1	1.0
Gos190.s130	2.4166666666666665	1.1647831009125766	4	13	2	1	2.0
Gos192.s78	1.0	0.0	2	2	1	1	1.0
Gos003.s202	2.909090909090909	1.1708277772377473	5	12	2	1	2.0
Artur-P-G7001-P700192.s121_iriss.1821	1.0	0.0	2	2	1	1	1.0
Gos197.s47	2.9	1.0595368840322512	3	11	2	1	2.0
Gos252.s363	2.1666666666666665	0.9274088025975961	3	7	2	2	1.0
Gos163.s217	2.7	0.9627597297037895	4	11	3	1	3.0
Gos176.s781	3.7142857142857144	0.7004894564014058	3	8	1	1	1.0
Gos268.s270	1.8333333333333333	0.2897439310437119	4	7	2	1	2.0
Gos246.s338	n/a	n/a	1	1	1	1	1.0
Gos135.s634	1.5	0.2876820724517809	3	5	1	1	1.0
Gos214.s100	n/a	n/a	1	1	1	1	1.0
Gos220.s77	2.0	1.0845268501847616	3	8	1	1	1.0
Artur-N-G6007-P600702.s62_iriss.1443	2.25	1.0335095108406396	3	9	1	1	1.0
Gos256.s76	1.75	0.8266785731844679	2	5	1	1	1.0
Gos254.s638	n/a	n/a	1	1	1	1	1.0
Gos220.s85	2.2857142857142856	0.6955826456772436	3	8	1	1	1.0
Artur-N-G5019-P600012.s11_iriss.914	3.7	0.18953331712681676	3	11	1	1	1.0
Artur-J-Gvecg-P580041.s37-s39_iriss.709	2.3461538461538463	1.3255770871929666	7	27	5	3	1.6666666666666667
Artur-J-Gvecg-P500051.s96-s97_iriss.406	3.3	1.7761631578877812	4	21	3	1	3.0
Gos015.s71	3.772727272727273	1.460176397134876	4	23	2	2	1.0
Artur-P-G7165-P700926.s92-s106_iriss.1960	3.789473684210526	2.3183467630784014	7	58	7	4	1.75
Gos215.s18	1.0	0.0	2	2	1	1	1.0
Artur-J-Gvecg-P580041.s56_iriss.720	2.0	0.0	3	5	2	1	2.0
Artur-N-G5025-P600021.s14-s17_iriss.999	2.5	1.1631508098056809	3	9	1	1	1.0
Gos219.s86	1.8	0.9100794718748765	3	6	1	1	1.0
Artur-J-Gvecg-P580023.s104_iriss.671	2.3076923076923075	0.44622665453014976	5	14	2	1	2.0
Gos008.s65	3.761904761904762	0.5439093943980857	4	22	3	1	3.0
Gos061.s417	n/a	n/a	1	1	1	1	1.0
Gos137.s572	1.8	0.9100794718748765	5	11	4	3	1.3333333333333333
Gos181.s416	2.6	1.0005000576866367	4	11	2	1	2.0
Gos173.s21	2.375	1.2733356220214231	4	9	2	1	2.0
Gos025.s99	2.8	0.2249004609641079	4	6	2	1	2.0
Artur-N-G5054-P600052.s49_iriss.1318	2.5	1.2220423276338725	7	25	4	2	2.0
Gos158.s122	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P500021.s2-s4_iriss.144	2.6875	0.9469891120001643	5	17	2	1	2.0
Artur-J-Gvecg-P580003.s52-s59_iriss.566	3.1372549019607843	1.3718707781867165	7	52	8	5	1.6
Artur-N-G5020-P600012.s24-s30_iriss.938	2.96875	1.1940331069331038	8	33	5	2	2.5
Artur-J-Gvecg-P580002.s30_iriss.526	3.074074074074074	1.329633647426946	5	28	3	3	1.0
Gos181.s432	1.5	0.8369882167858357	3	5	1	1	1.0
Gos049.s32	4.382978723404255	2.16433883601808	5	48	4	2	2.0
Gos222.s286	n/a	n/a	1	1	1	1	1.0
Gos135.s630	2.576923076923077	1.6554072621689135	5	27	2	2	1.0
Gos229.s377	n/a	n/a	1	1	1	1	1.0
Gos009.s222	2.7777777777777777	0.9728407757501558	3	10	1	1	1.0
Artur-N-G5014-P600007.s26_iriss.886	1.8333333333333333	0.9828911116036572	3	7	1	1	1.0
Gos024.s26	3.142857142857143	0.1721772297753458	3	8	1	1	1.0
Gos246.s367	2.357142857142857	1.0113845772904626	5	15	2	1	2.0
Artur-J-Gvecg-P500001.s754-s757_iriss.22	2.8	1.4756982298669696	6	26	3	1	3.0
Artur-N-G6043-P604301.s34_iriss.1512	3.5	0.6160718406463163	2	7	1	1	1.0
Artur-N-G6060-P606001.s39-s40_iriss.1596	2.0	0.8523740461192127	5	12	3	2	1.5
Gos138.s27	3.0	0.6019864021629681	2	6	1	1	1.0
Gos190.s139	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P580047.s19-s20_iriss.760	2.1666666666666665	1.0185695809945732	5	13	3	1	3.0
Artur-J-Gvecg-P500026.s291_iriss.198	2.5714285714285716	1.001448540214462	3	8	1	1	1.0
Gos190.s114	2.6666666666666665	0.8109302162163288	2	7	2	2	1.0
Gos281.s265	1.75	0.48010498290449527	3	5	1	1	1.0
Gos033.s33	1.5714285714285714	1.0702760951186543	4	8	2	1	2.0
Gos180.s282	n/a	n/a	1	1	1	1	1.0
Gos254.s621	n/a	n/a	1	1	1	1	1.0
Gos173.s24	n/a	n/a	1	1	1	1	1.0
Artur-N-G6043-P604301.s22_iriss.1508	1.8333333333333333	0.8390500753777668	4	7	2	1	2.0
Gos058.s312	1.6	0.8840214713053695	4	6	2	2	1.0
Gos024.s27	2.3333333333333335	1.493767753174906	8	28	3	2	1.5
Gos164.s547	2.0	1.0074515102711326	3	7	1	1	1.0
Gos163.s230	2.0	0.5493061443340547	2	4	1	1	1.0
Artur-N-G5013-P600007.s38_iriss.843	2.0	0.5493061443340547	2	4	1	1	1.0
Gos025.s98	1.0	0.34657359027997275	2	2	1	1	1.0
Gos234.s137	1.75	0.48010498290449527	3	5	1	1	1.0
Gos061.s421	1.75	0.48010498290449527	3	5	2	2	1.0
Artur-J-Gvecg-P500054.s90_iriss.455	2.5	0.22314355131420976	3	5	2	1	2.0
Gos231.s61	2.0	0.8291140383017661	4	8	2	2	1.0
Gos275.s130	2.2857142857142856	0.9509954575602391	2	8	1	1	1.0
Artur-N-G6001-P600102.s4-s6_iriss.1402	2.8823529411764706	1.1627186741907476	5	18	2	2	1.0
Artur-N-G5083-P600080.s19-s20_iriss.1350	3.0	1.1167961107535471	4	13	3	1	3.0
Artur-J-Gvecg-P580002.s31-s32_iriss.527	4.324324324324325	1.14592200994956	10	38	3	2	1.5
Gos233.s439	n/a	n/a	1	1	1	1	1.0
Gos202.s72	3.2857142857142856	1.281237144430816	7	29	3	2	1.5
Gos286.s377	1.8	0.9100794718748765	4	6	1	1	1.0
Gos183.s446	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P500021.s1-s2_iriss.143	3.3333333333333335	0.9343602551820915	3	10	1	1	1.0
Gos183.s463	2.0833333333333335	1.0577902941478545	5	13	4	3	1.3333333333333333
Artur-N-G5053-P600052.s34_iriss.1251	1.75	0.8266785731844679	2	5	1	1	1.0
Gos043.s79	2.4210526315789473	1.281164252820511	7	20	4	1	4.0
Artur-J-Gvecg-P580051.s292-s295_iriss.815	1.9090909090909092	1.4482002060881605	4	12	1	1	1.0
Artur-N-G5097-P600096.s27_iriss.1373	2.0	1.138633642504878	6	14	3	2	1.5
Gos233.s408	1.0	1.242453324894	3	5	1	1	1.0
Gos260.s239	1.5	0.6342556627317537	3	5	1	1	1.0
Gos280.s70	2.4	0.8251299534771779	5	16	3	2	1.5
Gos277.s68	2.5	0.5815754049028404	2	5	1	1	1.0
Gos268.s327	2.5714285714285716	1.2709467905808054	5	15	3	1	3.0
Artur-N-G5025-P600022.s83-s90_iriss.1046	2.272727272727273	1.0711142648893002	4	12	1	1	1.0
Gos168.s203	1.0	0.0	2	2	1	1	1.0
Artur-N-G6083-P608301.s64-s67_iriss.1634	2.6923076923076925	1.187955709316919	9	27	3	1	3.0
Artur-J-Gvecg-P500034.s103_iriss.261	2.142857142857143	1.1066947570947876	3	8	1	1	1.0
Gos254.s632	2.0	1.1512925464970227	4	11	1	1	1.0
Gos268.s317	1.8	0.7662384356489861	4	6	1	1	1.0
Gos141.s331	2.5	0.8754687373538999	4	13	1	1	1.0
Gos057.s247	n/a	n/a	1	1	1	1	1.0
Artur-P-G7002-P700444.s1-s2_iriss.1824	2.2857142857142856	0.6955826456772436	3	8	1	1	1.0
Gos027.s78	2.6206896551724137	1.8188226933614895	6	30	6	2	3.0
Artur-J-Gvecg-P580051.s188-s189_iriss.793	2.65	1.3280254529959148	8	21	1	1	1.0
Gos268.s321	2.5	0.5815754049028404	2	5	1	1	1.0
Gos015.s67	1.875	0.9604182557515986	4	9	2	1	2.0
Artur-N-G6012-P601201.s58-s62_iriss.1462	4.129032258064516	1.5814252215388707	6	32	5	3	1.6666666666666667
Artur-N-G5014-P600007.s4-s6_iriss.866	3.1538461538461537	0.48042555976796997	5	27	5	5	1.0
Gos164.s496	1.5	0.05889151782819164	2	3	1	1	1.0
Artur-N-G6012-P601201.s11-s12_iriss.1453	3.5384615384615383	1.170075186200233	5	14	2	1	2.0
Gos165.s188	3.5	0.8855700910126596	5	9	2	1	2.0
Gos173.s32	3.4444444444444446	0.7577293961332102	4	19	2	2	1.0
Gos268.s248	1.0	0.6931471805599453	2	3	1	1	1.0
Artur-J-Gvecg-P500064.s370-s375_iriss.480	6.5	0.5383386059009269	7	63	6	3	2.0
Artur-J-Gvecg-P580002.s10_iriss.519	3.6153846153846154	1.1485689809792694	5	14	1	1	1.0
Gos220.s72	2.0	0.5493061443340547	2	4	1	1	1.0
Gos259.s25	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P500048.s13_iriss.354	2.5	0.22314355131420976	3	5	1	1	1.0
Gos270.s187	1.0	0.0	2	2	1	1	1.0
Artur-N-G6047-P604702.s62-s63_iriss.1562	2.5454545454545454	1.0693573552394022	4	12	2	2	1.0
Gos262.s171	2.3333333333333335	0.7417290547867691	4	13	1	1	1.0
Artur-N-G5013-P600007.s69_iriss.862	1.0	0.0	2	2	1	1	1.0
Gos268.s269	n/a	n/a	1	1	1	1	1.0
Artur-N-G5019-P600012.s14_iriss.917	2.0	0.5493061443340547	2	4	1	1	1.0
Gos181.s411	2.25	0.778096698957644	3	9	1	1	1.0
Gos159.s632	2.0	0.5493061443340547	2	4	1	1	1.0
Gos058.s302	2.3333333333333335	1.1471941628949336	3	10	2	1	2.0
Artur-N-G5054-P600052.s1_iriss.1277	2.0	0.8291140383017661	3	8	2	1	2.0
Gos011.s234	1.6666666666666667	1.078201291407982	4	7	1	1	1.0
Gos177.s80	4.090909090909091	0.9414729659242589	3	12	2	2	1.0
Gos014.s642	2.727272727272727	0.8887927080953458	5	23	3	3	1.0
Gos190.s94	1.75	0.9382503488415728	3	5	1	1	1.0
Artur-J-Gvecg-P500064.s444-s445_iriss.505	2.8333333333333335	0.20099945006583894	4	13	3	1	3.0
Artur-N-G5035-P600034.s4_iriss.1099	2.8666666666666667	0.994022366519698	5	16	3	1	3.0
Gos269.s79	1.8	0.9100794718748765	2	6	1	1	1.0
Gos197.s50	1.5	0.8369882167858357	2	5	1	1	1.0
Gos246.s391	2.7777777777777777	0.6262671854701832	4	10	2	2	1.0
Artur-J-Gvecg-P580009.s8_iriss.586	2.5555555555555554	1.3116351965722024	4	10	2	1	2.0
Artur-N-G5020-P600012.s70_iriss.963	1.5	0.8369882167858357	3	5	1	1	1.0
Artur-J-Gvecg-P580041.s78-s79_iriss.736	1.5555555555555556	1.349926716949016	5	10	1	1	1.0
Gos015.s76	2.625	0.42121346507630353	3	9	1	1	1.0
Artur-J-Gvecg-P500026.s327-s328_iriss.209	2.2222222222222223	0.9932517730102833	4	10	2	1	2.0
Gos254.s648	1.5	0.49041462650586304	2	3	1	1	1.0
Gos164.s534	1.0	0.0	2	2	2	2	1.0
Artur-J-Gvecg-P500054.s7-s13_iriss.425	4.575	1.219712762943511	9	41	6	3	2.0
Gos194.s588	2.5714285714285716	0.5777996100208601	3	8	2	1	2.0
Gos182.s224	1.8	0.9100794718748765	3	6	1	1	1.0
Artur-N-G6112-P611202.s65_iriss.1727	3.1666666666666665	0.6390799592896695	5	13	2	1	2.0
Artur-N-G5014-P600007.s1-s2_iriss.864	3.6666666666666665	0.40131570670081684	3	16	3	3	1.0
Gos220.s57	2.0	0.1438410362258906	3	4	2	1	2.0
Gos173.s16	1.75	1.1732521634644406	4	9	3	2	1.5
Artur-N-G6103-P610302.s27-s28_iriss.1682	3.2857142857142856	1.0258243325478205	4	15	1	1	1.0
Artur-J-Gvecg-P500064.s451-s458_iriss.509	5.528301886792453	0.8245714056451703	9	54	6	3	2.0
Gos232.s86	1.3333333333333333	0.6081976621622466	2	4	1	1	1.0
Gos176.s800	3.1153846153846154	1.2974146085768343	4	27	6	3	2.0
Gos013.s172	1.5	0.8369882167858357	3	5	2	1	2.0
Gos223.s356	1.8	0.2169322913149312	4	6	2	1	2.0
Gos052.s254	1.0	0.6931471805599453	2	3	1	1	1.0
Artur-N-G6047-P604702.s87-s88_iriss.1575	3.0	0.2876820724517809	4	17	3	1	3.0
Gos139.s173	1.5	0.05889151782819164	2	3	1	1	1.0
Gos268.s272	1.0	0.34657359027997275	2	2	1	1	1.0
Artur-N-G5014-P600007.s43-s46_iriss.900	3.1666666666666665	1.3322271398496148	7	37	5	3	1.6666666666666667
Artur-N-G5013-P600007.s65_iriss.858	1.3333333333333333	0.6081976621622466	3	4	1	1	1.0
Artur-J-Gvecg-P500051.s108-s114_iriss.410	2.1842105263157894	1.842257588010031	8	39	6	4	1.5
Artur-N-G5083-P600080.s24-s27_iriss.1352	3.739130434782609	1.491347352534217	4	24	2	1	2.0
Gos135.s631	2.230769230769231	1.029434350539886	4	14	1	1	1.0
Gos134.s82	2.3	1.2142631581759464	3	11	2	1	2.0
Gos098.s22	2.0	1.4451858789480823	3	10	1	1	1.0
Gos060.s621	2.5	0.5815754049028404	2	5	1	1	1.0
Gos162.s495	2.25	1.3274028432916987	4	13	2	2	1.0
Artur-J-Gvecg-P500051.s57-s62_iriss.400	2.375	2.221895614464364	8	33	3	1	3.0
Gos219.s91	2.2857142857142856	0.14627650134318887	3	8	2	2	1.0
Artur-J-Gvecg-P500001.s707-s709_iriss.8	1.3333333333333333	0.6081976621622466	3	4	1	1	1.0
Gos183.s394	2.2222222222222223	1.1048235486673883	3	10	1	1	1.0
Gos012.s233	2.7142857142857144	0.6675734249764748	5	15	3	3	1.0
Artur-J-Gvecg-P500046.s212-s217_iriss.349	3.212121212121212	1.9008509128952826	7	34	4	1	4.0
Gos287.s61	n/a	n/a	1	1	1	1	1.0
Gos181.s404	1.0	0.0	2	2	1	1	1.0
Gos268.s288	1.0	0.34657359027997275	2	2	1	1	1.0
Artur-N-G5044-P600044.s3_iriss.1194	1.5	0.8369882167858357	3	5	1	1	1.0
Artur-N-G6012-P601201.s81_iriss.1467	1.75	0.8266785731844679	2	5	1	1	1.0
Gos136.s425	2.0	1.2628643221541278	4	11	2	2	1.0
Gos258.s77	2.111111111111111	0.9007040311719434	5	10	2	1	2.0
Gos253.s87	2.4615384615384617	1.1864070896096288	4	14	2	2	1.0
Gos145.s221	2.090909090909091	0.8079222835483788	5	12	3	2	1.5
Artur-J-Gvecg-P580041.s85_iriss.742	2.2	0.3628351861327527	3	6	2	1	2.0
Artur-N-G6007-P600702.s76-s79_iriss.1448	3.4444444444444446	1.5279519166067848	6	37	4	3	1.3333333333333333
Gos011.s233	n/a	n/a	1	1	1	1	1.0
Gos052.s261	2.25	0.22879055462358922	4	9	1	1	1.0
Artur-N-G5043-P600044.s32_iriss.1178	2.0	0.5493061443340547	2	4	1	1	1.0
Gos164.s497	1.3333333333333333	0.9547712524422192	4	7	2	1	2.0
Artur-N-G5025-P600022.s91-s95_iriss.1047	2.6923076923076925	1.187955709316919	5	14	2	1	2.0
Gos268.s267	n/a	n/a	1	1	1	1	1.0
Artur-N-G5020-P600012.s55-s56_iriss.954	2.2857142857142856	1.1859972721831067	4	8	1	1	1.0
Gos262.s154	2.238095238095238	1.756356825714994	7	22	4	2	2.0
Gos164.s548	2.0	0.5493061443340547	2	4	1	1	1.0
Gos184.s169	1.5	0.49041462650586304	2	3	1	1	1.0
Gos173.s61	2.4166666666666665	0.7066377349754991	4	13	2	2	1.0
Gos185.s157	2.1666666666666665	1.1624106172204636	4	13	2	1	2.0
Gos194.s590	1.5	0.6342556627317537	3	5	1	1	1.0
Gos284.s107	n/a	n/a	1	1	1	1	1.0
Gos058.s318	n/a	n/a	1	1	1	1	1.0
Gos021.s146	2.1666666666666665	0.1226898463805457	3	7	3	2	1.5
Artur-N-G6112-P611202.s27_iriss.1711	3.4285714285714284	0.087384983514997	3	8	1	1	1.0
Gos245.s568	1.6666666666666667	1.078201291407982	3	7	1	1	1.0
Gos257.s120	2.3076923076923075	1.3421063891441773	5	14	3	2	1.5
Gos018.s305	1.3333333333333333	0.8109302162163288	2	4	1	1	1.0
Gos066.s16	1.5	0.6342556627317537	4	5	2	1	2.0
Gos228.s92	1.0	0.0	2	2	1	1	1.0
Gos253.s100	1.5	0.9808292530117262	3	5	1	1	1.0
Gos159.s610	n/a	n/a	1	1	1	1	1.0
Gos254.s659	1.3333333333333333	0.9547712524422192	3	4	1	1	1.0
Artur-J-Gvecg-P580047.s38_iriss.769	1.9	1.3141576165416782	4	11	1	1	1.0
Gos120.s3	2.6666666666666665	0.464356625936356	4	10	2	2	1.0
Gos159.s592	2.0	0.6263814842476839	5	8	3	2	1.5
Gos183.s440	n/a	n/a	1	1	1	1	1.0
Artur-J-Gvecg-P500048.s66-s71_iriss.372	3.135135135135135	1.70250744869989	8	38	5	1	5.0
Gos182.s179	1.5	0.8369882167858357	3	5	1	1	1.0
Artur-J-Gvecg-P500063.s119-s124_iriss.472	4.243243243243243	1.3998518344579467	11	75	11	5	2.2
Artur-N-G5020-P600012.s87_iriss.973	2.272727272727273	1.2738468189433825	4	12	2	2	1.0
Gos173.s54	2.857142857142857	1.3683188289770614	4	15	3	1	3.0
Artur-J-Gvecg-P580002.s68_iriss.548	1.9	1.058744804658683	5	11	2	1	2.0
Gos176.s792	2.0	0.916290731874155	3	6	1	1	1.0
Artur-J-Gvecg-P500048.s34-s36_iriss.364	4.363636363636363	0.9680952231836651	4	12	1	1	1.0
Artur-P-G7002-P700444.s48-s51_iriss.1839	2.8823529411764706	0.7045733082536703	5	18	2	2	1.0
Artur-J-Gvecg-P580002.s69_iriss.549	2.0	0.9359010884507957	6	14	2	1	2.0
Gos224.s140	2.0	1.1756876285817388	3	8	1	1	1.0
Artur-N-G5036-P600034.s8_iriss.1130	n/a	n/a	1	1	1	1	1.0
Artur-N-G5013-P600007.s2-s3_iriss.826	2.388888888888889	1.26750470171063	4	19	2	2	1.0
Artur-J-Gvecg-P500034.s104-s109_iriss.262	3.2222222222222223	1.28256613656896	6	28	4	1	4.0
Artur-J-Gvecg-P580041.s86-s87_iriss.743	3.8181818181818183	1.0104658374112103	4	12	1	1	1.0
Gos181.s386	n/a	n/a	1	1	1	1	1.0
Gos155.s110	1.6666666666666667	1.078201291407982	3	7	1	1	1.0
Gos155.s113	1.7142857142857142	1.127105754354915	3	8	2	2	1.0
Artur-J-Gvecg-P500064.s472-s481_iriss.514	4.080645161290323	0.657312088840117	7	63	10	8	1.25
Gos246.s384	2.5	0.8754687373538999	3	13	3	3	1.0
Gos159.s646	2.7	0.15804077348673942	4	11	3	2	1.5
Gos219.s98	2.642857142857143	0.6942416720586362	5	15	4	4	1.0
Artur-N-G5020-P600012.s81-s83_iriss.971	2.3076923076923075	0.7928002448101223	5	14	4	2	2.0
Gos238.s169	2.5555555555555554	1.3116351965722024	3	10	2	1	2.0
Gos039.s183	2.5	0.22314355131420976	2	5	1	1	1.0
Gos149.s23	1.7777777777777777	1.0725542880986028	5	10	2	2	1.0
Gos159.s569	2.3333333333333335	0.3951554645067964	6	13	2	1	2.0
Gos209.s71	1.0	0.0	2	2	1	1	1.0
Gos270.s185	3.0	0.6019864021629681	2	6	1	1	1.0
