SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj378.2170.7703	2.7096774193548385	1.6931190824120623	9	37	3	1	3.0
ssj243.1587.5751	3.0555555555555554	0.32822445161177605	6	23	5	1	5.0
ssj367.2100.7464	2.625	0.7677870553562762	6	19	2	1	2.0
ssj36.211.860	2.1052631578947367	1.2770851589697794	7	22	2	1	2.0
ssj154.1052.3942	3.3529411764705883	1.4057163846489593	5	22	2	1	2.0
ssj587.3019.10676	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj528.2779.9893	1.5	1.2951335827229133	4	8	2	1	2.0
ssj18.77.303	1.8571428571428572	1.2497956007354607	6	17	1	1	1.0
ssj523.2758.9818	2.8125	0.9015267379234069	6	21	4	3	1.3333333333333333
ssj333.1976.7019	2.5	0.8165772195257083	5	11	1	1	1.0
ssj160.1077.4024	1.8571428571428572	0.903222010455488	4	10	1	1	1.0
ssj533.2806.9993	1.8461538461538463	1.3625173864043045	6	16	2	1	2.0
ssj603.3097.10971	2.3333333333333335	0.9444616088408514	3	8	1	1	1.0
1866.sl.132692	3.0	1.2039728043259361	6	27	3	1	3.0
ssj226.1475.5378	5.344827586206897	1.4527045070085467	6	33	3	3	1.0
ssj115.719.2701	2.7	1.8241430285743414	5	25	2	2	1.0
ssj75.476.1785	1.6	1.1394342831883648	3	7	1	1	1.0
ssj404.2255.7960	2.951219512195122	1.467714735019666	9	48	8	5	1.6
ssj147.1015.3818	2.5714285714285716	0.9243732003008327	3	9	1	1	1.0
ssj44.270.1079	2.3333333333333335	1.7491805650579015	4	17	1	1	1.0
ssj447.2448.8576	2.4	0.6223973994230957	6	13	1	1	1.0
ssj396.2235.7896	2.5	1.8240287297968405	6	31	4	2	2.0
ssj349.2034.7206	2.4782608695652173	1.4649090122762245	6	25	2	2	1.0
ssj477.2579.9208	2.7333333333333334	0.8978093792830621	5	22	1	1	1.0
305.sl.131121	3.75	0.9808292530117262	5	28	3	2	1.5
ssj59.364.1468	2.5	0.9525440772675292	4	8	1	1	1.0
1882.sl.132708	2.6363636363636362	1.269267850051	5	13	1	1	1.0
1119.sl.131938	2.4375	1.3000403934470757	4	20	3	1	3.0
1351.sl.132172	2.6	1.2355018723095044	4	23	2	1	2.0
ssj47.316.1286	2.35	1.1927569529549826	6	24	5	3	1.6666666666666667
ssj596.3064.10848	2.4	1.315544579983041	3	12	1	1	1.0
ssj513.2715.9689	2.6923076923076925	0.9852231552628367	6	16	2	2	1.0
ssj325.1949.6929	2.857142857142857	0.07686704997102099	4	10	2	1	2.0
ssj607.3139.11143	2.611111111111111	1.9020167071622964	4	21	2	1	2.0
ssj300.1817.6435	2.076923076923077	1.1008933145220308	4	16	2	1	2.0
ssj606.3122.11090	2.230769230769231	1.284847162422881	7	16	2	1	2.0
ssj300.1817.6434	3.25	1.886958248399924	7	24	2	1	2.0
ssj144.1008.3800	2.1666666666666665	0.815837026940491	3	9	2	1	2.0
ssj360.2079.7359	2.7916666666666665	0.5623881261309523	7	30	6	3	2.0
ssj126.811.3059	2.642857142857143	0.34766808177866354	4	17	2	2	1.0
1722.sl.132548	3.0	0.8369882167858357	5	19	2	1	2.0
1752.sl.132578	1.4	1.1613939001557827	3	7	1	1	1.0
ssj215.1431.5186	2.0	1.2628643221541278	4	14	3	1	3.0
ssj216.1435.5200	4.888888888888889	1.996553881874068	8	42	4	1	4.0
ssj188.1238.4509	3.5	0.6160718406463163	2	8	1	1	1.0
ssj315.1889.6730	2.0	0.11157177565710491	4	7	1	1	1.0
ssj90.593.2238	2.8333333333333335	1.1739545245934957	3	15	1	1	1.0
ssj437.2404.8439	2.8095238095238093	1.1823933932393602	7	26	4	2	2.0
633.sl.131450	1.8888888888888888	1.0119296662821677	5	13	2	1	2.0
ssj594.3046.10794	1.6666666666666667	0.9343602551820915	4	9	2	1	2.0
ssj91.601.2263	1.4285714285714286	1.3094273111488697	4	9	2	2	1.0
ssj250.1606.5832	2.4375	1.5939337258981352	5	21	1	1	1.0
ssj384.2189.7770	1.9166666666666667	0.9384393490328232	6	16	1	1	1.0
ssj433.2384.8373	3.9545454545454546	0.719961705716945	5	27	2	2	1.0
ssj144.999.3768	3.5	0.3362639466786047	4	16	1	1	1.0
717.sl.131535	2.090909090909091	1.5010694641083242	5	13	1	1	1.0
ssj616.3185.11338	2.0	0.8958797346140274	5	11	2	1	2.0
1382.sl.132204	2.0	1.5993365587753408	6	17	1	1	1.0
ssj341.1987.7058	1.75	1.2321436812926323	6	14	1	1	1.0
ssj533.2805.9989	2.130434782608696	1.7843761003107546	7	26	2	1	2.0
ssj45.278.1128	2.0	0.0	3	7	1	1	1.0
ssj213.1410.5117	2.5625	1.1384581972153094	4	20	3	2	1.5
ssj358.2066.7313	2.0714285714285716	1.284437344996359	5	16	1	1	1.0
ssj29.178.714	3.4615384615384617	0.5900676907560402	6	18	4	1	4.0
840.sl.131658	1.9166666666666667	1.3965847149699009	5	15	2	1	2.0
66.sl.130880	1.6666666666666667	1.078201291407982	7	14	1	1	1.0
ssj606.3119.11074	2.3333333333333335	1.5464480110038192	5	18	1	1	1.0
ssj45.275.1111	2.3181818181818183	1.3978852278730933	6	25	3	2	1.5
ssj64.401.1566	1.8333333333333333	0.9828911116036572	4	8	1	1	1.0
ssj450.2468.8630	2.75	0.028119859161438072	3	10	2	2	1.0
ssj204.1368.4970	n/a	n/a	2	3	1	1	1.0
ssj35.207.837	3.5652173913043477	0.2965220766294714	7	27	3	2	1.5
ssj512.2710.9654	3.3846153846153846	0.9591141368880716	4	16	2	1	2.0
ssj77.506.1906	2.037037037037037	1.4857282581080775	11	31	3	1	3.0
ssj86.576.2187	2.25	0.9219377351835345	6	19	2	2	1.0
1816.sl.132642	2.0	1.2101840643252146	5	13	1	1	1.0
ssj351.2048.7239	2.6923076923076925	1.6116046395105206	5	17	2	1	2.0
ssj118.748.2818	1.3333333333333333	1.0663430280993242	3	7	1	1	1.0
ssj214.1424.5167	3.085714285714286	1.849838501509086	9	40	4	1	4.0
ssj300.1825.6461	2.5357142857142856	1.7085819627491472	7	32	3	3	1.0
ssj35.206.823	2.0	1.354025100551105	6	17	1	1	1.0
ssj422.2346.8259	2.7	1.655906910263735	6	25	4	2	2.0
ssj20.90.366	1.4	1.017552863929892	4	7	1	1	1.0
695.sl.131513	1.875	1.3069918460315713	3	10	1	1	1.0
ssj413.2301.8115	3.225806451612903	1.3505295769566783	6	36	6	4	1.5
ssj542.2850.10130	1.625	1.2473601356181625	4	11	2	1	2.0
ssj469.2547.9055	2.4545454545454546	1.2739611177208834	4	15	2	1	2.0
ssj53.332.1362	3.484848484848485	1.6987768502356555	7	38	3	3	1.0
1818.sl.132644	1.8888888888888888	1.1557707025080584	3	12	2	1	2.0
120.sl.130936	2.0625	1.0089491121731642	7	20	2	1	2.0
ssj514.2725.9728	n/a	n/a	2	3	1	1	1.0
882.sl.131701	3.25	1.1035190993922719	7	30	3	1	3.0
ssj496.2648.9470	1.875	1.4508328822574619	6	20	3	2	1.5
ssj486.2608.9282	2.0	1.4787555303668967	4	14	2	2	1.0
ssj453.2494.8766	2.111111111111111	0.3513978868378886	5	13	2	1	2.0
ssj496.2641.9442	3.357142857142857	1.5536242716609117	5	19	1	1	1.0
1788.sl.132614	2.0	1.4451858789480823	5	14	1	1	1.0
568.sl.131385	3.769230769230769	1.1545513744808638	3	15	1	1	1.0
ssj421.2340.8239	1.8888888888888888	0.46262352194811296	4	11	1	1	1.0
ssj191.1248.4535	2.6	1.168736175997243	3	16	2	2	1.0
ssj53.331.1349	3.0625	1.3067835560889633	8	36	5	2	2.5
ssj562.2921.10339	2.0476190476190474	2.0045311772907572	7	24	1	1	1.0
ssj584.3000.10629	3.5	0.6160718406463163	2	8	1	1	1.0
ssj142.949.3625	1.5	0.05889151782819164	2	4	1	1	1.0
ssj134.877.3354	4.0	1.3602363605503838	6	30	3	2	1.5
ssj464.2529.8979	2.769230769230769	1.3625173864043048	6	18	2	1	2.0
ssj27.148.606	3.5555555555555554	0.9287132518727123	6	33	5	5	1.0
ssj66.411.1588	3.75	0.5226838870746487	6	28	1	1	1.0
ssj174.1186.4330	2.7142857142857144	1.0141470152564473	5	24	4	4	1.0
ssj139.893.3422	2.769230769230769	0.6104786880161677	6	17	3	1	3.0
ssj607.3146.11191	1.6666666666666667	1.6275074357420367	5	14	1	1	1.0
ssj455.2506.8842	2.8666666666666667	1.105594142176803	4	18	2	1	2.0
ssj167.1143.4215	2.0	0.5058004558392399	5	13	1	1	1.0
ssj164.1124.4147	3.1136363636363638	1.955251161448452	7	51	5	2	2.5
ssj607.3144.11180	2.260869565217391	1.5567165615293475	9	29	3	1	3.0
ssj28.166.669	2.2857142857142856	0.4928500916231614	6	19	3	2	1.5
531.sl.131348	1.7142857142857142	1.127105754354915	4	9	1	1	1.0
ssj161.1093.4064	3.0476190476190474	1.5591931197224855	5	24	2	2	1.0
ssj168.1150.4226	2.4761904761904763	1.5114196726177347	7	28	4	2	2.0
ssj325.1940.6903	2.0	1.3940464543878732	5	15	1	1	1.0
ssj70.439.1674	3.03125	1.5968479502238637	7	36	4	3	1.3333333333333333
ssj341.1988.7064	2.3636363636363638	1.3784671420159917	5	13	1	1	1.0
ssj132.842.3231	11.474576271186441	0.05479151677372324	5	90	1	1	1.0
ssj84.554.2102	3.1538461538461537	0.48042555976796997	6	16	3	1	3.0
ssj92.609.2299	2.3125	1.5876859415553655	5	19	2	2	1.0
ssj206.1381.5010	3.257142857142857	1.1461297881736798	7	40	4	3	1.3333333333333333
ssj320.1905.6796	2.1666666666666665	1.6682110730597037	5	14	1	1	1.0
ssj86.571.2175	3.625	1.620701291674964	7	58	4	2	2.0
ssj525.2765.9847	2.3333333333333335	0.9444616088408514	4	14	1	1	1.0
ssj152.1034.3867	2.4	0.0707497811368496	3	8	2	1	2.0
ssj315.1885.6715	2.5	0.5288951470739273	7	22	3	3	1.0
ssj536.2829.10065	2.740740740740741	1.3328373863622691	5	32	4	2	2.0
1895.sl.132721	2.5	1.6021855693326597	4	16	1	1	1.0
ssj349.2038.7214	2.6923076923076925	0.6386495649828638	4	16	2	2	1.0
2003.sl.132829	2.25	1.4712438795175893	5	19	2	1	2.0
ssj503.2669.9538	2.4285714285714284	0.6349580238608088	4	9	1	1	1.0
ssj440.2410.8463	3.4074074074074074	1.7759918225085582	8	32	4	2	2.0
ssj206.1388.5035	2.92	1.954460968182018	5	29	3	3	1.0
ssj161.1089.4057	2.423076923076923	1.090583670920663	8	32	4	1	4.0
ssj349.2036.7211	1.0	0.34657359027997275	3	4	1	1	1.0
ssj187.1237.4494	3.0	2.3020292285677004	7	36	3	1	3.0
1086.sl.131905	1.4	0.81482030987581	4	7	1	1	1.0
ssj613.3174.11274	2.7142857142857144	1.1257187909135524	4	18	1	1	1.0
ssj587.3020.10677	2.1818181818181817	1.51740136751772	4	14	1	1	1.0
ssj95.624.2389	1.7142857142857142	0.4339585737949698	5	9	2	2	1.0
ssj25.125.518	1.8571428571428572	0.903222010455488	4	10	2	2	1.0
ssj59.359.1446	3.0	1.7696738600714863	6	37	8	5	1.6
ssj470.2550.9072	3.0	0.3465735902799726	3	11	1	1	1.0
ssj546.2864.10175	3.72972972972973	1.8431482843602371	12	45	3	1	3.0
ssj73.460.1732	3.3333333333333335	0.587786664902119	3	14	1	1	1.0
ssj424.2358.8291	2.111111111111111	0.3513978868378886	5	12	3	2	1.5
133.sl.130949	1.8333333333333333	0.2897439310437119	4	8	2	1	2.0
ssj75.485.1814	1.9	1.058744804658683	5	13	2	1	2.0
ssj228.1520.5515	2.75	0.028119859161438072	3	8	1	1	1.0
ssj208.1395.5060	2.8666666666666667	1.6871695470796433	7	40	4	3	1.3333333333333333
ssj504.2675.9554	3.576923076923077	1.7408396749988575	7	32	3	1	3.0
ssj54.341.1389	n/a	n/a	2	3	1	1	1.0
1999.sl.132825	2.260869565217391	1.5567165615293475	7	26	2	1	2.0
ssj88.581.2197	2.823529411764706	0.3786190051764331	5	22	2	2	1.0
ssj40.239.954	2.875	1.0822803852587137	8	27	2	1	2.0
ssj91.603.2276	3.85	0.1497929884773027	5	24	3	2	1.5
ssj356.2061.7286	1.4444444444444444	1.0774610988227649	6	10	1	1	1.0
ssj333.1976.7021	3.1176470588235294	0.8288342468662573	5	21	3	2	1.5
ssj343.2006.7127	2.806451612903226	1.2343788324071905	5	36	4	4	1.0
ssj496.2641.9453	1.8	1.6621181702630135	8	17	2	1	2.0
ssj279.1727.6120	2.4210526315789473	1.281164252820511	5	23	4	2	2.0
ssj15.64.262	3.75	1.392916974494901	11	89	11	5	2.2
ssj216.1434.5192	2.8636363636363638	0.8400025439259137	7	26	3	1	3.0
ssj476.2573.9169	2.4375	1.1884686177899708	6	20	2	2	1.0
ssj587.3020.10678	2.875	1.3376931971417092	7	28	4	1	4.0
ssj129.819.3077	16.03448275862069	0.7445200703276726	2	36	1	1	1.0
ssj366.2095.7430	2.0	0.9729550745276567	4	11	2	1	2.0
ssj412.2291.8080	2.0	1.5222612188617115	6	18	3	1	3.0
ssj243.1593.5774	2.1333333333333333	1.4010583550706388	7	22	1	1	1.0
ssj59.364.1469	3.05	1.0758717267176205	6	24	3	1	3.0
ssj29.174.705	1.5	0.2876820724517809	3	5	1	1	1.0
ssj142.952.3635	1.5	0.05889151782819164	3	5	1	1	1.0
1265.sl.132084	2.4	1.4747714455423082	6	13	2	1	2.0
ssj559.2915.10328	5.71875	0.7938366575752192	7	38	3	2	1.5
ssj318.1899.6774	5.333333333333333	1.7102701722526432	7	33	1	1	1.0
945.sl.131764	2.1538461538461537	1.4881746005447578	5	16	2	1	2.0
ssj223.1464.5325	2.1176470588235294	1.6392561521558706	6	21	2	1	2.0
ssj193.1280.4627	3.0	0.12565721414045306	3	10	2	1	2.0
ssj13.52.235	3.09375	1.7547765505620228	7	36	3	2	1.5
ssj90.596.2255	2.8095238095238093	1.4622012872070718	5	29	2	1	2.0
1772.sl.132598	1.625	1.4500926896722446	3	10	1	1	1.0
ssj126.795.3017	2.0	0.9547712524422192	4	12	1	1	1.0
1423.sl.132245	2.4615384615384617	1.7012167982002078	5	30	2	1	2.0
ssj584.3005.10645	2.25	0.9219377351835345	4	11	2	1	2.0
ssj406.2265.7991	3.5454545454545454	0.27985485334788207	6	28	5	3	1.6666666666666667
ssj69.429.1635	2.235294117647059	1.8947085350887067	6	20	2	1	2.0
1141.sl.131960	1.9230769230769231	1.3216953918840497	5	16	2	1	2.0
1692.sl.132518	2.25	1.5828156551746944	5	14	2	2	1.0
ssj53.328.1336	1.9090909090909092	1.4482002060881605	5	12	1	1	1.0
ssj342.1993.7078	2.111111111111111	1.8969191135170467	4	20	1	1	1.0
ssj42.258.1032	2.9565217391304346	2.0931715311517185	8	28	3	1	3.0
ssj451.2485.8721	2.0	0.8291140383017661	3	9	2	2	1.0
ssj243.1589.5758	2.272727272727273	1.1826860405464052	4	14	2	1	2.0
ssj456.2510.8878	3.0	1.1512925464970227	6	35	4	2	2.0
ssj81.532.2017	3.3902439024390243	1.6088392414534265	10	48	6	4	1.5
ssj76.500.1874	2.9375	1.4600280281466362	6	21	4	3	1.3333333333333333
1145.sl.131964	2.0833333333333335	1.31320310603085	4	15	1	1	1.0
ssj489.2625.9352	3.56	0.3396773675701613	7	30	3	1	3.0
ssj451.2471.8657	1.75	0.9382503488415728	3	6	1	1	1.0
ssj163.1119.4129	2.090909090909091	1.559960981936516	5	13	1	1	1.0
1147.sl.131966	2.8333333333333335	1.3766870786475778	5	22	2	1	2.0
ssj95.624.2390	2.4285714285714284	0.08565187952675406	3	9	1	1	1.0
ssj226.1488.5413	4.107142857142857	1.5358493156303243	6	33	3	2	1.5
ssj98.628.2419	1.0	0.34657359027997275	2	3	1	1	1.0
722.sl.131540	1.2857142857142858	1.4147878268066958	4	9	1	1	1.0
ssj539.2844.10114	1.6666666666666667	1.2809338454620642	6	14	2	2	1.0
ssj133.866.3317	2.4210526315789473	1.3927360284776158	7	22	2	1	2.0
ssj91.607.2286	4.0	0.8047189562170503	4	12	1	1	1.0
ssj412.2290.8078	2.210526315789474	1.3721360310262378	7	24	2	1	2.0
ssj116.742.2794	2.0	0.6608779199911599	3	9	1	1	1.0
ssj116.725.2716	1.2	1.1717035437571504	4	8	1	1	1.0
ssj488.2615.9309	1.9130434782608696	2.117999326374649	9	26	2	1	2.0
ssj133.849.3258	2.8	0.6709792736499196	3	7	1	1	1.0
ssj325.1935.6884	3.0	2.293616242650712	7	39	4	2	2.0
ssj455.2503.8816	2.1538461538461537	1.4110992606311288	5	16	2	1	2.0
ssj90.591.2229	2.0	1.0551066001732947	5	14	2	1	2.0
ssj607.3142.11161	2.5185185185185186	2.140854265858495	7	32	8	3	2.6666666666666665
879.sl.131698	2.2142857142857144	1.420478524551769	4	16	2	2	1.0
ssj401.2246.7930	1.8235294117647058	1.5089799921591232	8	20	2	1	2.0
1448.sl.132270	2.0	0.5493061443340547	2	5	1	1	1.0
ssj583.2999.10628	2.0	0.20273255405408205	3	8	1	1	1.0
535.sl.131352	1.8333333333333333	1.8352651577228698	5	15	2	1	2.0
1582.sl.132407	2.1052631578947367	1.2770851589697794	7	22	2	1	2.0
ssj614.3178.11292	2.5	0.8754687373538999	5	16	4	2	2.0
ssj360.2074.7342	3.0714285714285716	0.5439594690092981	8	33	5	3	1.6666666666666667
ssj292.1778.6307	2.7	1.0539205081007668	7	23	4	2	2.0
828.sl.131646	1.6666666666666667	0.7316277011280093	5	9	1	1	1.0
ssj40.240.959	3.475	0.5988452480402127	8	49	6	4	1.5
1758.sl.132584	2.125	0.28594896846353784	4	11	2	1	2.0
ssj243.1593.5775	3.0625	1.1629425198630727	9	37	4	2	2.0
ssj440.2410.8462	2.7142857142857144	1.6405284995041314	7	32	3	1	3.0
ssj300.1825.6466	2.1176470588235294	1.9858297424358435	7	21	3	1	3.0
ssj15.70.277	2.896551724137931	0.6201269461363973	6	35	5	3	1.6666666666666667
ssj567.2936.10412	2.72	1.6485268029661124	6	30	2	2	1.0
ssj5.21.74	2.7333333333333334	1.1532221911660576	5	18	1	1	1.0
406.sl.131222	1.6666666666666667	1.4836663995161465	4	11	1	1	1.0
ssj205.1380.5005	2.25	1.6598909950883234	7	23	2	2	1.0
ssj234.1549.5604	3.717948717948718	1.8010834055046634	7	46	5	2	2.5
ssj144.980.3717	2.1333333333333333	1.7952870352527739	5	17	1	1	1.0
ssj383.2179.7736	1.9	1.3141576165416782	4	11	1	1	1.0
ssj386.2216.7843	3.929411764705882	1.7487156263728016	8	95	11	4	2.75
ssj142.924.3531	2.5454545454545454	1.1605181336363795	4	14	2	1	2.0
ssj469.2546.9038	2.763157894736842	1.6982986240460827	10	45	2	1	2.0
ssj587.3019.10674	4.888888888888889	1.4259679303306154	4	26	1	1	1.0
ssj168.1149.4225	2.857142857142857	1.2426616148366083	4	20	2	2	1.0
ssj489.2624.9347	2.5555555555555554	0.1603426500751795	5	14	3	2	1.5
ssj346.2016.7156	2.0	1.0074515102711326	6	12	2	2	1.0
ssj534.2816.10028	2.25	1.4712438795175893	5	20	2	2	1.0
ssj28.172.696	3.2	0.011858263308657958	6	13	1	1	1.0
ssj69.437.1666	3.142857142857143	0.867543541064572	3	9	1	1	1.0
ssj363.2084.7388	3.0	0.877009570622604	4	16	2	1	2.0
ssj606.3114.11048	2.7222222222222223	0.9930434830676752	6	21	2	1	2.0
ssj470.2556.9105	2.4	0.6223973994230957	4	14	3	2	1.5
ssj579.2987.10584	1.5	0.2876820724517809	3	6	1	1	1.0
ssj473.2564.9133	1.5	1.0397207708399179	3	8	1	1	1.0
ssj417.2329.8209	2.375	1.2144441041932315	5	20	3	1	3.0
ssj265.1681.6018	2.6875	1.0908301482260547	6	21	4	2	2.0
1984.sl.132810	1.9166666666666667	1.2850129393127958	5	15	2	1	2.0
ssj384.2189.7771	1.4285714285714286	1.4209990868059745	3	9	1	1	1.0
ssj5.20.70	3.68	0.3065251602532608	4	29	4	3	1.3333333333333333
ssj384.2203.7808	2.5	1.9455018191020355	7	23	4	1	4.0
ssj326.1955.6963	2.7777777777777777	1.2759086775353137	4	12	2	1	2.0
ssj470.2549.9069	2.6315789473684212	2.026896682183226	7	23	2	1	2.0
ssj413.2303.8120	2.4285714285714284	0.08565187952675406	3	9	2	2	1.0
ssj26.127.524	2.0	0.6608779199911599	3	8	1	1	1.0
ssj597.3069.10868	3.1176470588235294	0.8288342468662573	5	22	6	4	1.5
1462.sl.132287	2.0	1.0074515102711326	3	8	1	1	1.0
ssj38.221.901	2.230769230769231	1.1732753867657764	5	16	2	1	2.0
1115.sl.131934	2.0833333333333335	1.404363884427827	5	16	1	1	1.0
ssj347.2021.7168	2.7	1.3093333199837622	5	24	3	2	1.5
ssj77.505.1900	2.0	0.6608779199911599	3	8	1	1	1.0
ssj142.946.3616	1.5	0.05889151782819164	2	4	1	1	1.0
ssj597.3072.10879	2.176470588235294	1.1882082477741547	6	21	2	1	2.0
ssj379.2172.7713	1.3333333333333333	0.6081976621622466	3	5	1	1	1.0
ssj93.617.2338	2.8333333333333335	1.0057184062828892	3	14	1	1	1.0
ssj226.1476.5383	2.0	1.46559687620821	5	17	3	3	1.0
ssj529.2790.9935	2.0	0.8047189562170503	3	6	1	1	1.0
ssj46.307.1252	2.0	0.5493061443340547	2	5	1	1	1.0
ssj598.3080.10910	3.0714285714285716	0.19738587872932548	6	18	3	1	3.0
ssj455.2505.8832	2.8214285714285716	1.4335778690128345	7	33	3	2	1.5
ssj27.141.568	2.3636363636363638	1.3117014457037304	6	14	1	1	1.0
ssj260.1666.5983	3.263157894736842	1.7347099626526514	5	26	3	2	1.5
ssj54.350.1412	2.15	1.7053533691650808	6	24	2	1	2.0
1317.sl.132138	1.25	1.1631508098056809	3	6	1	1	1.0
ssj116.730.2753	3.2	0.011858263308657958	6	13	3	1	3.0
ssj255.1638.5893	2.7857142857142856	1.3347451191331596	5	19	2	1	2.0
ssj71.442.1692	1.9166666666666667	0.5918657587528506	6	15	3	2	1.5
ssj201.1357.4913	3.6792452830188678	1.0290119020444086	9	65	10	4	2.5
ssj31.187.757	2.5833333333333335	1.3330935410367721	7	31	7	2	3.5
1189.sl.132008	2.2	0.9121413304668073	4	7	1	1	1.0
ssj528.2783.9899	2.2	1.4614474748008623	4	13	2	1	2.0
ssj400.2242.7921	3.142857142857143	1.1818478707757591	6	25	3	2	1.5
ssj345.2013.7149	2.6538461538461537	1.346185482994909	6	30	7	6	1.1666666666666667
675.sl.131493	2.3	1.0115306041218644	9	27	2	1	2.0
ssj59.366.1474	2.2142857142857144	1.723546426336927	4	17	2	1	2.0
ssj182.1216.4431	4.5	1.3274028432916987	6	38	3	1	3.0
ssj102.657.2504	2.5652173913043477	1.7243161686561148	6	27	3	3	1.0
ssj284.1748.6220	3.4545454545454546	1.1582043858703552	3	13	1	1	1.0
ssj277.1717.6100	3.375	0.8630462173553428	4	19	2	1	2.0
ssj133.858.3290	3.5555555555555554	1.149629628012232	4	21	2	2	1.0
ssj579.2980.10569	2.2857142857142856	1.2975690478402115	5	18	4	1	4.0
ssj590.3028.10719	3.4210526315789473	2.1111060079957076	7	48	3	2	1.5
1934.sl.132760	2.2	1.4025559569726707	6	24	2	2	1.0
768.sl.131586	2.4166666666666665	1.3997849155354445	4	14	1	1	1.0
ssj30.183.734	1.3333333333333333	0.6081976621622466	3	5	2	1	2.0
ssj451.2483.8714	2.0	1.1512925464970227	3	11	2	1	2.0
ssj204.1372.4974	1.625	1.2473601356181625	4	10	1	1	1.0
801.sl.131619	2.5384615384615383	1.04406365528577	5	16	3	2	1.5
ssj199.1329.4803	4.111111111111111	0.3150810466398953	4	12	2	1	2.0
ssj194.1311.4731	4.136363636363637	1.3681574984146239	5	26	2	1	2.0
495.sl.131312	2.533333333333333	1.6234367783261145	4	20	2	1	2.0
ssj44.264.1057	2.909090909090909	1.229719295065939	3	13	1	1	1.0
ssj533.2812.10013	2.45	1.84423143711436	5	24	3	2	1.5
844.sl.131662	2.533333333333333	1.7069638206576978	4	17	1	1	1.0
ssj75.480.1800	1.75	0.8266785731844679	2	6	1	1	1.0
ssj579.2972.10546	2.6666666666666665	1.0663430280993242	3	15	2	2	1.0
ssj610.3165.11252	6.12962962962963	1.2799699831374582	7	67	4	4	1.0
ssj456.2509.8870	4.333333333333333	1.261323488885424	5	24	1	1	1.0
ssj425.2361.8302	3.1538461538461537	0.13385196948799735	4	17	3	2	1.5
505.sl.131322	2.75	1.382144959712543	4	14	1	1	1.0
ssj234.1552.5617	3.0555555555555554	1.4268367402798858	5	21	2	1	2.0
ssj455.2502.8793	2.473684210526316	1.8089641919336021	5	25	2	1	2.0
ssj107.678.2569	3.9347826086956523	2.2105673185554187	8	56	4	3	1.3333333333333333
ssj607.3135.11134	2.5454545454545454	1.3632506876904615	4	13	1	1	1.0
ssj3.9.36	2.6153846153846154	1.014210692136089	4	18	2	2	1.0
ssj292.1778.6310	3.2222222222222223	1.3737269149659372	5	31	5	3	1.6666666666666667
ssj334.1977.7025	1.9375	1.529614835091576	7	20	3	1	3.0
ssj162.1117.4124	2.962962962962963	1.6603409530007218	5	31	2	2	1.0
ssj149.1023.3837	2.6	0.19578110146958644	5	16	1	1	1.0
1597.sl.132422	2.272727272727273	1.0711142648893002	5	15	2	1	2.0
ssj142.940.3596	2.25	0.43152310867767135	6	16	4	1	4.0
111.sl.130927	1.875	1.215831067634594	4	11	1	1	1.0
